"Source","Target"
"exam","help"
"month","requir"
"current","patient"
"consid","eat"
"eat","peopl"
"degre","mani"
"degre","peopl"
"care","dietet"
"post","seem"
"look","love"
"chang","pay"
"chang","work"
"hospit","thing"
"educ","program"
"everyon","rds"
"find","rds"
"find","sinc"
"rds","week"
"mani","posit"
"client","tri"
"clinic","provid"
"interest","tri"
"current","degre"
"degre","eat"
"differ","eat"
"eat","love"
"becom","program"
"becom","school"
"school","start"
"anyon","rds"
"clinic","health"
"dietet","much"
"dietet","work"
"experi","posit"
"manag","posit"
"ask","new"
