"Source","Target"
"alway","protein"
"alway","question"
"alway","seem"
"alway","work"
"ask","calori"
"ask","health"
"calori","compani"
"calori","cours"
"calori","focus"
"calori","give"
"calori","health"
"calori","interest"
"calori","littl"
"calori","love"
"calori","make"
"calori","mayb"
"calori","question"
"calori","seem"
"calori","sure"
"calori","tell"
"calori","think"
"calori","work"
"compani","focus"
"compani","give"
"compani","littl"
"compani","love"
"compani","protein"
"compani","question"
"compani","seem"
"cours","give"
"cours","health"
"cours","interest"
"cours","mayb"
"cours","protein"
"cours","seem"
"cours","tell"
"focus","health"
"focus","interest"
"focus","protein"
"focus","seem"
"focus","tell"
"give","littl"
"give","love"
"give","protein"
"give","tell"
"health","interest"
"health","love"
"health","mayb"
"health","protein"
"health","question"
"health","sure"
"health","tell"
"interest","tell"
"littl","love"
"littl","protein"
"littl","question"
"littl","seem"
"littl","sure"
"littl","tell"
"love","mayb"
"love","question"
"mayb","protein"
"mayb","question"
"mayb","seem"
"protein","question"
"protein","tell"
"protein","think"
"protein","work"
"seem","tell"
"seem","think"
"amp","back"
"amp","client"
"amp","general"
"amp","interest"
"amp","job"
"amp","nutrit"
"amp","paid"
"amp","provid"
"amp","question"
"amp","rds"
"amp","said"
"amp","someth"
"amp","yes"
"answer","general"
"answer","job"
"answer","provid"
"answer","rds"
"answer","someth"
"answer","yes"
"around","back"
"around","general"
"around","paid"
"around","question"
"around","said"
"around","someth"
"around","yes"
"back","client"
"back","general"
"back","paid"
"back","posit"
"back","rds"
"back","yes"
"client","general"
"client","interest"
"client","job"
"client","posit"
"client","provid"
"client","question"
"client","rds"
"client","see"
"client","someth"
"client","want"
"client","will"
"client","yes"
"general","interest"
"general","job"
"general","paid"
"general","posit"
"general","said"
"general","someth"
"general","yes"
"interest","job"
"interest","paid"
"interest","posit"
"interest","provid"
"interest","rds"
"interest","someth"
"job","someth"
"job","yes"
"nutrit","posit"
"nutrit","provid"
"nutrit","question"
"paid","provid"
"paid","question"
"paid","rds"
"paid","said"
"paid","someth"
"posit","provid"
"posit","question"
"posit","rds"
"posit","said"
"posit","someth"
"posit","yes"
"provid","someth"
"provid","yes"
"rds","someth"
"rds","yes"
"actual","advic"
"actual","current"
"actual","end"
"actual","someth"
"advic","current"
"advic","differ"
"advic","end"
"advic","first"
"advic","job"
"advic","low"
"advic","make"
"advic","might"
"advic","role"
"advic","someth"
"advic","sure"
"advic","take"
"alreadi","end"
"alreadi","role"
"current","differ"
"current","end"
"current","inform"
"current","make"
"current","role"
"differ","end"
"differ","first"
"differ","inform"
"differ","much"
"differ","school"
"differ","someth"
"end","inform"
"end","make"
"end","someth"
"first","make"
"first","role"
"first","school"
"first","see"
"first","someth"
"inform","job"
"inform","might"
"inform","role"
"inform","someth"
"job","much"
"low","school"
"low","see"
"low","someth"
"make","school"
"might","much"
"role","school"
"school","someth"
"someth","take"
"alreadi","made"
"alreadi","often"
"alreadi","studi"
"made","often"
"manag","requir"
"look","place"
"base","much"
"inform","nutrit"
"insur","understand"
"feel","find"
"agre","clinic"
"agre","diet"
"agre","keep"
"agre","said"
"agre","well"
"alreadi","diet"
"clinic","keep"
"clinic","make"
"diet","keep"
"diet","plan"
"keep","plan"
"keep","well"
"make","plan"
"plan","said"
"plan","well"
"chang","eat"
"cost","eat"
"cost","studi"
"cost","two"
"eat","educ"
"eat","job"
"eat","mani"
"eat","nutrit"
"eat","peopl"
"eat","studi"
"eat","take"
"eat","two"
"educ","studi"
"food","studi"
"food","two"
"like","studi"
"need","studi"
"peopl","studi"
"studi","two"
"better","caus"
"better","intern"
"better","least"
"better","long"
"better","usual"
"care","caus"
"care","usual"
"caus","intern"
"caus","money"
"caus","provid"
"caus","tri"
"caus","want"
"intern","long"
"intern","money"
"intern","provid"
"intern","usual"
"long","money"
"long","provid"
"money","usual"
"provid","usual"
"calori","day"
"calori","eat"
"calori","end"
"calori","everyth"
"calori","feel"
"calori","food"
"calori","get"
"calori","high"
"calori","hospit"
"calori","like"
"calori","patient"
"calori","place"
"calori","time"
"day","eat"
"day","get"
"day","hospit"
"day","place"
"eat","end"
"eat","feel"
"eat","high"
"eat","hospit"
"eat","place"
"end","feel"
"end","food"
"end","get"
"end","high"
"end","hospit"
"end","place"
"everyth","hospit"
"everyth","place"
"feel","get"
"feel","place"
"food","place"
"high","time"
"hospit","time"
"patient","place"
"anyth","diabet"
"anyth","health"
"anyth","home"
"anyth","meal"
"anyth","never"
"anyth","posit"
"diabet","diet"
"diabet","health"
"diabet","home"
"diabet","hospit"
"diabet","meal"
"diabet","never"
"diabet","patient"
"diabet","posit"
"diabet","post"
"diabet","provid"
"diabet","say"
"diabet","think"
"diet","home"
"diet","meal"
"diet","posit"
"health","high"
"health","home"
"health","meal"
"health","posit"
"high","home"
"high","meal"
"high","posit"
"home","hospit"
"home","meal"
"home","never"
"home","posit"
"home","post"
"hospit","meal"
"hospit","posit"
"meal","never"
"meal","posit"
"meal","post"
"meal","provid"
"meal","say"
"meal","think"
"never","posit"
"never","post"
"never","provid"
"patient","posit"
"posit","post"
"posit","say"
"posit","think"
"actual","better"
"actual","interest"
"actual","studi"
"better","interest"
"know","research"
"research","studi"
"care","hard"
"care","weight"
"cost","find"
"cost","high"
"cost","increas"
"cost","issu"
"cost","less"
"cost","weight"
"find","hard"
"find","health"
"find","research"
"find","seem"
"hard","high"
"hard","increas"
"hard","issu"
"hard","need"
"hard","nutrit"
"hard","weight"
"health","increas"
"health","issu"
"health","know"
"health","less"
"health","much"
"health","need"
"high","know"
"high","nutrit"
"increas","issu"
"increas","know"
"increas","research"
"increas","start"
"increas","weight"
"issu","less"
"issu","much"
"issu","seem"
"issu","weight"
"know","seem"
"know","weight"
"less","research"
"much","seem"
"research","weight"
"seem","start"
"seem","weight"
"health","worth"
"compani","high"
"compani","like"
"compani","may"
"compani","posit"
"compani","support"
"compani","talk"
"good","high"
"good","posit"
"good","talk"
"help","high"
"help","may"
"help","posit"
"help","support"
"high","may"
"high","support"
"high","worth"
"like","posit"
"may","posit"
"may","support"
"may","talk"
"may","worth"
"posit","support"
"posit","sure"
"posit","talk"
"posit","worth"
"support","talk"
"support","work"
"support","worth"
"talk","worth"
"back","health"
"back","includ"
"back","keep"
"back","open"
"back","worth"
"chang","keep"
"chang","open"
"chang","worth"
"health","includ"
"health","open"
"health","talk"
"includ","look"
"includ","much"
"includ","open"
"includ","said"
"includ","see"
"includ","talk"
"includ","worth"
"keep","look"
"keep","may"
"keep","much"
"keep","open"
"keep","talk"
"keep","worth"
"look","open"
"look","worth"
"may","much"
"may","open"
"much","open"
"open","said"
"open","talk"
"open","worth"
"said","worth"
"tri","worth"
"back","mean"
"alway","answer"
"alway","dietet"
"alway","differ"
"alway","general"
"alway","great"
"alway","peopl"
"alway","thank"
"answer","experi"
"answer","good"
"answer","great"
"answer","point"
"answer","set"
"answer","thank"
"dietet","experi"
"dietet","general"
"dietet","job"
"dietet","point"
"dietet","set"
"differ","general"
"differ","great"
"differ","thank"
"experi","peopl"
"experi","point"
"experi","set"
"general","good"
"general","great"
"general","peopl"
"general","point"
"general","set"
"great","set"
"job","point"
"ask","long"
"ask","talk"
"long","open"
"right","talk"
"talk","want"
"concern","post"
"dietet","pleas"
"dietet","post"
"dietet","question"
"post","question"
"want","year"
"care","patient"
"care","talk"
"care","understand"
"food","may"
"food","protein"
"get","protein"
"get","talk"
"high","understand"
"may","protein"
"patient","protein"
"protein","talk"
"protein","understand"
"high","two"
"less","protein"
"like","per"
"like","protein"
"per","protein"
"per","two"
"protein","two"
"diet","nurs"
"alreadi","calori"
"alreadi","general"
"alreadi","medic"
"alreadi","option"
"alreadi","someon"
"calori","care"
"calori","enough"
"calori","general"
"calori","might"
"calori","option"
"calori","see"
"calori","someon"
"calori","well"
"care","enough"
"care","option"
"care","well"
"day","general"
"day","medic"
"day","option"
"enough","general"
"enough","might"
"enough","option"
"enough","see"
"enough","someon"
"enough","sure"
"general","help"
"general","medic"
"general","might"
"general","option"
"general","someon"
"help","might"
"help","option"
"medic","might"
"medic","option"
"medic","someon"
"might","option"
"might","well"
"option","see"
"option","someon"
"option","sure"
"option","well"
"someon","well"
"agre","care"
"agre","follow"
"agre","hope"
"agre","increas"
"agre","know"
"agre","protein"
"agre","reason"
"alreadi","follow"
"alreadi","hope"
"alreadi","increas"
"alreadi","may"
"alreadi","protein"
"care","follow"
"care","month"
"care","plan"
"care","reason"
"chang","protein"
"chang","usual"
"consid","follow"
"consid","hard"
"consid","hope"
"consid","increas"
"consid","month"
"consid","pass"
"consid","plan"
"consid","protein"
"follow","hard"
"follow","hope"
"follow","increas"
"follow","mayb"
"follow","month"
"follow","plan"
"follow","protein"
"follow","usual"
"follow","work"
"get","reason"
"hard","hope"
"hard","may"
"hard","protein"
"hard","usual"
"hope","increas"
"hope","may"
"hope","mayb"
"hope","month"
"hope","plan"
"hope","protein"
"hope","usual"
"increas","mayb"
"increas","month"
"increas","pass"
"increas","plan"
"increas","think"
"increas","usual"
"increas","work"
"mayb","month"
"mayb","usual"
"month","plan"
"month","protein"
"month","reason"
"pass","plan"
"pass","protein"
"pass","usual"
"plan","protein"
"plan","reason"
"plan","usual"
"protein","usual"
"reason","usual"
"anoth","much"
"anoth","option"
"care","includ"
"diet","includ"
"diet","option"
"diet","realli"
"everyon","includ"
"everyon","much"
"everyon","option"
"includ","need"
"includ","patient"
"includ","realli"
"much","option"
"need","option"
"option","patient"
"option","realli"
"ask","diet"
"ask","life"
"ask","meal"
"ask","point"
"ask","sinc"
"care","meal"
"diet","give"
"diet","life"
"diet","sinc"
"end","life"
"end","meal"
"end","point"
"end","sinc"
"end","talk"
"give","life"
"give","meal"
"give","sinc"
"give","talk"
"help","life"
"help","meal"
"life","meal"
"life","much"
"life","point"
"life","sinc"
"life","sure"
"life","talk"
"make","talk"
"meal","point"
"meal","sinc"
"meal","talk"
"sinc","talk"
"answer","clinic"
"answer","option"
"answer","work"
"client","clinic"
"client","differ"
"client","experi"
"client","good"
"client","option"
"client","year"
"clinic","option"
"differ","option"
"experi","option"
"option","rds"
"option","will"
"option","work"
"option","year"
"everyon","field"
"everyon","interest"
"everyon","know"
"everyon","posit"
"everyon","practic"
"everyon","rds"
"everyon","two"
"field","interest"
"field","know"
"field","learn"
"field","practic"
"field","recommend"
"field","two"
"interest","learn"
"interest","two"
"learn","posit"
"learn","rds"
"learn","two"
"posit","practic"
"posit","recommend"
"posit","two"
"practic","recommend"
"rds","two"
"alreadi","seem"
"made","start"
"academi","interest"
"academi","issu"
"academi","might"
"interest","issu"
"interest","might"
"actual","either"
"actual","free"
"actual","full"
"actual","meal"
"actual","month"
"actual","paid"
"actual","place"
"actual","support"
"better","either"
"better","full"
"better","meal"
"better","month"
"better","paid"
"better","rds"
"better","right"
"either","free"
"either","full"
"either","make"
"either","meal"
"either","month"
"either","place"
"either","rds"
"either","recommend"
"either","right"
"either","school"
"either","tri"
"focus","free"
"focus","full"
"focus","meal"
"focus","paid"
"focus","place"
"focus","right"
"free","full"
"free","meal"
"free","month"
"free","nutrit"
"free","paid"
"free","rds"
"free","recommend"
"free","right"
"free","support"
"free","tri"
"full","meal"
"full","month"
"full","nutrit"
"full","place"
"full","rds"
"full","right"
"full","tri"
"make","rds"
"meal","paid"
"meal","place"
"meal","rds"
"meal","recommend"
"meal","right"
"meal","school"
"meal","support"
"month","paid"
"month","place"
"month","rds"
"month","recommend"
"month","right"
"month","support"
"nutrit","place"
"nutrit","school"
"nutrit","tri"
"paid","recommend"
"paid","right"
"paid","school"
"paid","support"
"place","rds"
"place","recommend"
"place","right"
"recommend","support"
"right","support"
"school","support"
"support","tri"
"agre","done"
"agre","issu"
"done","talk"
"issu","never"
"issu","specif"
"issu","talk"
"never","talk"
"patient","share"
"base","free"
"alreadi","find"
"alreadi","offer"
"alreadi","patient"
"alreadi","recommend"
"alreadi","though"
"alreadi","time"
"find","good"
"find","patient"
"find","though"
"may","offer"
"may","though"
"offer","patient"
"offer","though"
"offer","use"
"patient","though"
"recommend","though"
"recommend","use"
"though","time"
"alreadi","pay"
"alreadi","rds"
"got","pay"
"got","rds"
"hour","live"
"hour","lol"
"hour","pay"
"hour","rds"
"live","lol"
"lol","pay"
"lol","rds"
"pay","rds"
"appli","got"
"appli","pay"
"around","definit"
"around","happen"
"around","pass"
"around","seem"
"ask","back"
"ask","happen"
"back","seem"
"definit","need"
"definit","seem"
"happen","pass"
"happen","seem"
"make","provid"
"call","definit"
"call","give"
"call","state"
"call","take"
"definit","give"
"definit","might"
"definit","pay"
"give","might"
"might","pay"
"pay","specif"
"pay","state"
"state","take"
"base","may"
"base","pass"
"make","pleas"
"may","requir"
"pass","requir"
"pleas","rds"
"differ","exam"
"differ","post"
"differ","way"
"exam","need"
"exam","post"
"post","practic"
"post","way"
"anoth","call"
"anoth","either"
"anoth","talk"
"call","either"
"call","provid"
"either","exam"
"either","provid"
"either","talk"
"exam","provid"
"exam","talk"
"provid","talk"
"exam","money"
"appli","come"
"appli","day"
"appli","health"
"appli","less"
"appli","noth"
"appli","state"
"appli","want"
"come","state"
"day","noth"
"day","pay"
"health","noth"
"health","pay"
"less","state"
"noth","pay"
"noth","state"
"pass","state"
"depend","exam"
"depend","take"
"educ","exam"
"mean","thing"
"best","better"
"best","issu"
"best","level"
"best","paid"
"best","per"
"best","salari"
"better","compani"
"better","issu"
"better","level"
"better","salari"
"compani","issu"
"compani","level"
"compani","manag"
"compani","right"
"compani","salari"
"high","level"
"high","master"
"high","paid"
"high","salari"
"hospit","master"
"hospit","right"
"hospit","salari"
"issu","level"
"issu","master"
"issu","paid"
"issu","per"
"issu","salari"
"level","manag"
"level","master"
"level","paid"
"level","per"
"level","practic"
"level","right"
"level","salari"
"level","seem"
"manag","salari"
"manag","seem"
"master","paid"
"master","per"
"master","right"
"master","salari"
"master","seem"
"paid","per"
"paid","salari"
"paid","seem"
"per","salari"
"per","seem"
"practic","salari"
"right","salari"
"right","seem"
"salari","seem"
"dietitian","move"
"may","move"
"becom","career"
"becom","consid"
"becom","employ"
"becom","field"
"becom","increas"
"becom","might"
"becom","offer"
"becom","posit"
"becom","privat"
"becom","requir"
"becom","salari"
"career","clinic"
"career","complet"
"career","current"
"career","employ"
"career","field"
"career","increas"
"career","job"
"career","mani"
"career","might"
"career","nutrit"
"career","offer"
"career","per"
"career","posit"
"career","privat"
"career","requir"
"career","salari"
"clinic","employ"
"clinic","increas"
"clinic","offer"
"clinic","posit"
"clinic","salari"
"complet","employ"
"complet","increas"
"complet","plan"
"complet","practic"
"complet","privat"
"complet","requir"
"complet","salari"
"complet","year"
"consid","current"
"consid","employ"
"consid","mani"
"consid","per"
"consid","privat"
"consid","salari"
"current","field"
"current","increas"
"current","nutrit"
"current","offer"
"current","posit"
"current","privat"
"current","requir"
"current","salari"
"employ","field"
"employ","increas"
"employ","job"
"employ","offer"
"employ","per"
"employ","posit"
"employ","privat"
"employ","requir"
"employ","salari"
"employ","year"
"field","increas"
"field","nutrit"
"field","offer"
"field","per"
"field","plan"
"field","privat"
"field","requir"
"field","salari"
"increas","job"
"increas","mani"
"increas","might"
"increas","per"
"increas","posit"
"increas","requir"
"increas","salari"
"job","offer"
"job","salari"
"mani","offer"
"mani","posit"
"mani","salari"
"might","offer"
"might","privat"
"might","requir"
"might","salari"
"might","year"
"nutrit","per"
"nutrit","salari"
"offer","per"
"offer","plan"
"offer","posit"
"offer","practic"
"offer","privat"
"offer","requir"
"offer","salari"
"offer","year"
"per","plan"
"per","posit"
"per","privat"
"per","work"
"plan","posit"
"plan","privat"
"plan","requir"
"plan","salari"
"plan","year"
"posit","privat"
"posit","requir"
"posit","salari"
"privat","salari"
"privat","work"
"privat","year"
"requir","salari"
"requir","year"
"salari","work"
"salari","year"
"ago","diabet"
"ago","educ"
"ago","end"
"ago","hour"
"ago","make"
"ago","protein"
"back","diabet"
"back","educ"
"back","protein"
"diabet","educ"
"diabet","end"
"diabet","hour"
"diabet","includ"
"diabet","mani"
"diabet","tell"
"diabet","want"
"diabet","will"
"diabet","work"
"educ","protein"
"end","hour"
"end","includ"
"end","tell"
"end","work"
"hour","includ"
"hour","mani"
"hour","protein"
"hour","tell"
"includ","make"
"includ","protein"
"includ","tell"
"includ","want"
"mani","protein"
"never","protein"
"protein","want"
"protein","will"
"tell","want"
"client","diabet"
"client","high"
"diabet","like"
"agre","high"
"agre","low"
"low","may"
"low","say"
"may","say"
"diabet","everyon"
"diabet","first"
"diabet","see"
"diabet","time"
"diabet","way"
"diabet","yes"
"diet","first"
"diet","yes"
"everyon","first"
"everyon","way"
"everyon","yes"
"thing","yes"
"way","yes"
"anoth","bad"
"anoth","diabet"
"anoth","dietet"
"anoth","educ"
"anoth","good"
"anoth","made"
"anoth","may"
"anoth","protein"
"anoth","time"
"anoth","understand"
"bad","diabet"
"bad","dietet"
"bad","educ"
"bad","includ"
"bad","made"
"bad","may"
"bad","never"
"bad","protein"
"bad","well"
"diabet","dietet"
"diabet","good"
"diabet","know"
"diabet","made"
"diabet","may"
"diabet","understand"
"diabet","well"
"good","protein"
"includ","made"
"includ","time"
"includ","well"
"made","never"
"made","protein"
"protein","time"
"protein","well"
"actual","calori"
"actual","food"
"actual","idea"
"actual","protein"
"actual","specif"
"actual","told"
"calori","complet"
"calori","everi"
"calori","good"
"calori","idea"
"calori","increas"
"calori","much"
"calori","need"
"calori","nutrit"
"calori","peopl"
"calori","practic"
"calori","research"
"calori","say"
"calori","specif"
"calori","support"
"calori","told"
"calori","use"
"care","complet"
"care","specif"
"care","support"
"complet","day"
"complet","food"
"complet","general"
"complet","good"
"complet","idea"
"complet","much"
"complet","peopl"
"complet","protein"
"complet","research"
"complet","support"
"day","increas"
"day","nutrit"
"day","protein"
"day","research"
"day","someth"
"day","specif"
"everi","general"
"everi","increas"
"everi","patient"
"everi","protein"
"everi","told"
"food","general"
"food","increas"
"food","support"
"general","high"
"general","patient"
"general","practic"
"general","protein"
"general","research"
"general","say"
"general","specif"
"general","told"
"good","increas"
"good","told"
"high","idea"
"high","someth"
"high","specif"
"idea","much"
"idea","nutrit"
"idea","peopl"
"idea","practic"
"idea","protein"
"idea","say"
"idea","someth"
"idea","support"
"idea","told"
"increas","patient"
"increas","peopl"
"increas","say"
"increas","someth"
"increas","support"
"increas","told"
"increas","use"
"much","protein"
"much","support"
"need","protein"
"nutrit","protein"
"nutrit","told"
"patient","someth"
"patient","support"
"peopl","protein"
"practic","support"
"practic","told"
"protein","research"
"protein","say"
"protein","specif"
"protein","support"
"protein","told"
"protein","use"
"research","specif"
"research","support"
"research","told"
"say","support"
"someth","support"
"someth","told"
"someth","use"
"specif","support"
"specif","told"
"specif","use"
"support","told"
"advic","complet"
"advic","time"
"diabet","eat"
"diabet","said"
"diabet","someon"
"diabet","usual"
"eat","never"
"eat","protein"
"eat","said"
"eat","someon"
"never","usual"
"protein","said"
"protein","someon"
"said","usual"
"someon","usual"
"mayb","recommend"
"recommend","someon"
"advic","ask"
"advic","know"
"advic","long"
"advic","nutrit"
"consid","diabet"
"consid","low"
"diabet","take"
"benefit","consid"
"benefit","feel"
"benefit","general"
"benefit","idea"
"benefit","know"
"benefit","like"
"benefit","mayb"
"benefit","said"
"benefit","say"
"benefit","start"
"benefit","talk"
"benefit","time"
"benefit","told"
"consid","general"
"consid","start"
"consid","told"
"feel","general"
"feel","idea"
"feel","know"
"feel","say"
"general","mayb"
"general","talk"
"idea","know"
"idea","mayb"
"idea","want"
"know","told"
"like","mayb"
"mayb","talk"
"mayb","told"
"say","time"
"start","talk"
"actual","amp"
"actual","may"
"actual","part"
"actual","profess"
"actual","understand"
"amp","get"
"amp","good"
"amp","may"
"amp","one"
"amp","part"
"amp","profess"
"amp","research"
"amp","think"
"amp","understand"
"amp","work"
"get","part"
"get","profess"
"may","part"
"may","profess"
"may","research"
"nutrit","profess"
"nutrit","understand"
"part","profess"
"part","understand"
"profess","research"
"profess","work"
"research","understand"
"actual","anyth"
"actual","done"
"actual","health"
"actual","level"
"actual","life"
"anyth","cours"
"anyth","end"
"anyth","everi"
"anyth","job"
"anyth","last"
"anyth","level"
"anyth","life"
"anyth","long"
"anyth","nutrit"
"anyth","place"
"anyth","want"
"back","last"
"back","level"
"back","life"
"come","done"
"come","end"
"come","last"
"come","level"
"come","life"
"cours","done"
"cours","end"
"cours","level"
"cours","life"
"cours","someth"
"done","health"
"done","level"
"done","life"
"done","long"
"done","place"
"done","someth"
"done","still"
"end","everi"
"end","health"
"end","last"
"end","level"
"end","long"
"end","still"
"everi","job"
"everi","last"
"health","level"
"health","life"
"health","long"
"health","someth"
"health","still"
"job","level"
"job","life"
"last","life"
"last","long"
"last","place"
"last","someth"
"last","think"
"level","life"
"level","long"
"level","nutrit"
"level","someth"
"level","think"
"level","want"
"life","like"
"life","long"
"life","nutrit"
"life","place"
"life","someth"
"life","still"
"life","think"
"peopl","place"
"place","someth"
"someth","still"
"ask","better"
"ask","eat"
"ask","everyth"
"better","eat"
"better","end"
"better","though"
"diet","eat"
"diet","everyth"
"diet","feel"
"diet","know"
"diet","though"
"eat","great"
"eat","know"
"eat","though"
"end","great"
"end","need"
"end","weight"
"everyth","great"
"like","though"
"need","though"
"peopl","weight"
"though","weight"
"keep","never"
"keep","protein"
"keep","thing"
"ago","complet"
"ago","state"
"ago","yes"
"complet","last"
"complet","state"
"complet","took"
"complet","week"
"complet","yes"
"last","state"
"last","took"
"last","yes"
"state","took"
"week","work"
"like","thank"
"point","seem"
"seem","thank"
"ago","get"
"ago","take"
"exam","follow"
"follow","help"
"follow","state"
"state","think"
"advic","dietitian"
"advic","keep"
"advic","realli"
"advic","start"
"dietitian","start"
"keep","start"
"keep","still"
"keep","thank"
"start","still"
"amp","benefit"
"amp","care"
"amp","educ"
"amp","issu"
"amp","like"
"amp","often"
"amp","open"
"amp","person"
"amp","place"
"amp","privat"
"amp","requir"
"amp","take"
"amp","usual"
"benefit","educ"
"benefit","give"
"benefit","issu"
"benefit","may"
"benefit","often"
"benefit","open"
"care","often"
"care","open"
"care","place"
"care","requir"
"educ","open"
"general","issu"
"general","often"
"general","open"
"general","person"
"general","place"
"general","privat"
"general","requir"
"give","place"
"give","requir"
"issu","may"
"issu","often"
"issu","open"
"issu","place"
"issu","privat"
"issu","requir"
"issu","take"
"issu","usual"
"may","place"
"may","privat"
"often","usual"
"open","place"
"open","privat"
"open","requir"
"open","usual"
"person","privat"
"person","requir"
"place","privat"
"place","requir"
"place","take"
"requir","usual"
"got","intern"
"got","provid"
"concern","mayb"
"concern","state"
"dietitian","mayb"
"free","state"
"mayb","state"
"anyth","great"
"anyth","one"
"anyth","open"
"anyth","privat"
"ask","move"
"ask","place"
"great","open"
"hospit","open"
"hospit","privat"
"move","privat"
"move","question"
"area","around"
"area","cost"
"area","hour"
"area","money"
"area","nutrit"
"around","cost"
"around","either"
"around","exam"
"around","hour"
"cost","either"
"cost","exam"
"cost","want"
"either","hour"
"either","money"
"hour","provid"
"money","nutrit"
"hospit","medic"
"hospit","servic"
"insur","medic"
"insur","patient"
"insur","seem"
"insur","servic"
"medic","provid"
"medic","work"
"seem","servic"
"alreadi","share"
"alreadi","state"
"recommend","share"
"recommend","state"
"share","state"
"share","will"
"share","work"
"concern","see"
"concern","yes"
"first","patient"
"patient","thought"
"patient","yes"
"see","thought"
"ask","concern"
"ask","current"
"ask","might"
"concern","consid"
"concern","definit"
"concern","job"
"concern","set"
"concern","time"
"concern","understand"
"consid","last"
"consid","set"
"consid","though"
"current","definit"
"current","last"
"current","understand"
"definit","job"
"definit","last"
"definit","question"
"definit","see"
"definit","set"
"job","though"
"last","might"
"last","question"
"last","set"
"last","understand"
"might","question"
"might","though"
"see","though"
"set","though"
"set","understand"
"anyth","right"
"anyth","time"
"anyth","two"
"done","great"
"done","two"
"great","two"
"right","two"
"alway","told"
"chang","client"
"client","definit"
"client","health"
"client","nurs"
"client","thing"
"definit","health"
"definit","noth"
"definit","nurs"
"definit","servic"
"definit","thing"
"health","nurs"
"noth","nurs"
"noth","servic"
"noth","thing"
"nurs","nutrit"
"nurs","one"
"nurs","tri"
"ask","general"
"general","health"
"around","chang"
"around","concern"
"around","new"
"around","sinc"
"chang","differ"
"chang","find"
"chang","interest"
"chang","issu"
"concern","differ"
"concern","exam"
"concern","find"
"concern","issu"
"concern","like"
"concern","one"
"concern","sinc"
"differ","find"
"differ","new"
"exam","interest"
"exam","sinc"
"find","tri"
"find","way"
"interest","like"
"interest","way"
"issu","make"
"issu","mani"
"issu","sinc"
"issu","tri"
"new","way"
"complet","concern"
"complet","exam"
"complet","give"
"complet","inform"
"complet","made"
"complet","seem"
"concern","follow"
"concern","give"
"concern","may"
"concern","point"
"concern","student"
"concern","studi"
"concern","week"
"exam","inform"
"exam","made"
"exam","may"
"exam","point"
"exam","student"
"find","made"
"find","point"
"find","student"
"follow","inform"
"follow","seem"
"follow","student"
"follow","week"
"give","new"
"give","student"
"give","studi"
"give","week"
"inform","made"
"inform","student"
"made","week"
"may","new"
"may","studi"
"may","week"
"seem","student"
"seem","week"
"student","week"
"cours","feel"
"communiti","post"
"communiti","question"
"communiti","seen"
"communiti","studi"
"communiti","thank"
"lol","long"
"lol","post"
"lol","question"
"lol","seen"
"lol","studi"
"lol","thank"
"long","post"
"long","studi"
"long","thank"
"post","seen"
"question","seen"
"question","thank"
"seen","studi"
"studi","way"
"thank","way"
"health","master"
"health","rds"
"health","right"
"job","right"
"master","posit"
"master","rds"
"one","posit"
"posit","program"
"posit","right"
"inform","thank"
"inform","understand"
"share","understand"
"thank","understand"
"care","job"
"care","tell"
"realli","role"
"role","tell"
"role","thing"
"experi","inform"
"experi","like"
"good","role"
"like","role"
"role","servic"
"role","thank"
"anoth","pleas"
"anoth","take"
"anoth","though"
"anoth","usual"
"anoth","year"
"pleas","though"
"pleas","usual"
"though","usual"
"though","year"
"usual","year"
"give","keep"
"give","research"
"give","thing"
"inform","keep"
"inform","research"
"inform","right"
"keep","right"
"research","right"
"research","see"
"dietitian","rds"
"full","hard"
"full","realli"
"full","well"
"hard","rds"
"hard","well"
"advic","area"
"advic","benefit"
"advic","better"
"advic","colleg"
"advic","experi"
"advic","graduat"
"advic","think"
"advic","two"
"advic","worth"
"area","benefit"
"area","colleg"
"area","current"
"area","end"
"area","experi"
"area","graduat"
"area","might"
"area","servic"
"area","thank"
"area","two"
"area","worth"
"benefit","better"
"benefit","colleg"
"benefit","current"
"benefit","end"
"benefit","graduat"
"benefit","might"
"benefit","servic"
"benefit","thank"
"benefit","two"
"benefit","worth"
"better","colleg"
"better","graduat"
"better","might"
"better","servic"
"better","two"
"better","worth"
"colleg","current"
"colleg","end"
"colleg","graduat"
"colleg","might"
"colleg","nutrit"
"colleg","servic"
"colleg","thank"
"colleg","think"
"colleg","time"
"colleg","two"
"colleg","worth"
"current","graduat"
"current","two"
"current","worth"
"end","experi"
"end","graduat"
"end","two"
"end","worth"
"experi","graduat"
"experi","two"
"experi","worth"
"graduat","might"
"graduat","nutrit"
"graduat","servic"
"graduat","thank"
"graduat","think"
"graduat","worth"
"might","servic"
"might","worth"
"servic","two"
"servic","worth"
"thank","two"
"thank","worth"
"think","worth"
"time","worth"
"two","worth"
"base","cost"
"base","degre"
"base","done"
"base","pay"
"base","said"
"base","well"
"benefit","cost"
"benefit","degre"
"benefit","done"
"benefit","includ"
"benefit","job"
"benefit","love"
"benefit","one"
"benefit","pass"
"benefit","pay"
"benefit","peopl"
"benefit","rds"
"benefit","scienc"
"benefit","sure"
"benefit","well"
"cost","degre"
"cost","done"
"cost","includ"
"cost","pass"
"cost","pay"
"cost","well"
"degre","help"
"degre","job"
"degre","love"
"degre","pass"
"degre","pay"
"degre","place"
"degre","said"
"degre","scienc"
"degre","well"
"done","includ"
"done","love"
